Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4781,CA-2019-104780,07/14/2022,07/18/2022,Standard Class,CG-10022,Customer 22,Corporate,United States,Nevada City,Nevada,38373,West,OFF-STO-14780,Office Supplies,Storage,Storage Model 583,78.64,2,0.3,4.75
4782,CA-2020-104781,01/01/2020,01/02/2020,Second Class,CG-10023,Customer 23,Corporate,United States,Colorado City,Colorado,67840,West,FUR-BOO-14781,Furniture,Bookcases,Bookcases Model 490,102.35,1,0.1,-1.47
4783,CA-2021-104782,08/05/2020,08/07/2020,Standard Class,CG-10024,Customer 24,Corporate,United States,Illinois City,Illinois,62774,Central,FUR-CHA-14782,Furniture,Chairs,Chairs Model 477,803.74,4,0.0,78.79
4784,CA-2022-104783,07/19/2020,07/24/2020,Standard Class,CG-10025,Customer 25,Corporate,United States,Arizona City,Arizona,39312,West,OFF-ENV-14783,Office Supplies,Envelopes,Envelopes Model 607,82.78,2,0.5,-6.86
4785,CA-2019-104784,05/28/2020,06/04/2020,Standard Class,CG-10026,Customer 26,Corporate,United States,Oregon City,Oregon,37404,West,OFF-SUP-14784,Office Supplies,Supplies,Supplies Model 651,27.5,2,0.6,-4.31
4786,CA-2020-104785,08/22/2019,08/29/2019,Standard Class,CG-10027,Customer 27,Consumer,United States,Arizona City,Arizona,58680,West,OFF-STO-14785,Office Supplies,Storage,Storage Model 921,54.04,3,0.0,13.23
4787,CA-2021-104786,10/31/2022,11/03/2022,Standard Class,CG-10028,Customer 28,Home Office,United States,Washington City,Washington,20803,West,OFF-PAP-14786,Office Supplies,Paper,Paper Model 295,138.68,8,0.7,-34.18
4788,CA-2022-104787,06/27/2019,07/01/2019,First Class,CG-10029,Customer 29,Consumer,United States,Georgia City,Georgia,70664,East,FUR-TAB-14787,Furniture,Tables,Tables Model 796,2005.67,7,0.0,151.87
4789,CA-2019-104788,09/08/2021,09/15/2021,First Class,CG-10030,Customer 30,Corporate,United States,Kentucky City,Kentucky,58827,South,FUR-FUR-14788,Furniture,Furnishings,Furnishings Model 411,608.77,9,0.0,27.32
4790,CA-2020-104789,09/18/2019,09/21/2019,Standard Class,CG-10031,Customer 31,Corporate,United States,California City,California,65829,West,OFF-BIN-14789,Office Supplies,Binders,Binders Model 152,26.62,3,0.0,6.27
4791,CA-2021-104790,04/11/2021,04/12/2021,Standard Class,CG-10032,Customer 32,Corporate,United States,Oregon City,Oregon,72635,West,TEC-ACC-14790,Technology,Accessories,Accessories Model 269,590.7,2,0.0,126.02
4792,CA-2022-104791,08/02/2020,08/09/2020,Standard Class,CG-10033,Customer 33,Consumer,United States,Wisconsin City,Wisconsin,15371,Central,OFF-ART-14791,Office Supplies,Art,Art Model 826,180.4,4,0.3,3.26
4793,CA-2019-104792,04/06/2022,04/11/2022,First Class,CG-10034,Customer 34,Corporate,United States,Nevada City,Nevada,76905,West,TEC-COP-14792,Technology,Copiers,Copiers Model 485,1804.69,2,0.2,38.41
4794,CA-2020-104793,02/09/2020,02/11/2020,Standard Class,CG-10035,Customer 35,Corporate,United States,Illinois City,Illinois,38296,Central,FUR-FUR-14793,Furniture,Furnishings,Furnishings Model 112,789.2,7,0.0,65.5
4795,CA-2021-104794,03/11/2020,03/18/2020,Second Class,CG-10036,Customer 36,Consumer,United States,Georgia City,Georgia,76591,East,OFF-LAB-14794,Office Supplies,Labels,Labels Model 417,185.03,6,0.2,21.66
4796,CA-2022-104795,01/24/2019,01/28/2019,Standard Class,CG-10037,Customer 37,Consumer,United States,Illinois City,Illinois,69520,Central,TEC-COP-14795,Technology,Copiers,Copiers Model 732,87.49,2,0.0,15.46
4797,CA-2019-104796,02/22/2022,02/24/2022,Standard Class,CG-10038,Customer 38,Consumer,United States,New York City,New York,54829,East,OFF-ART-14796,Office Supplies,Art,Art Model 843,533.79,3,0.15,42.68
4798,CA-2020-104797,05/14/2019,05/21/2019,Standard Class,CG-10039,Customer 39,Corporate,United States,Florida City,Florida,45783,East,TEC-PHO-14797,Technology,Phones,Phones Model 987,445.22,1,0.6,-124.65
4799,CA-2021-104798,10/13/2022,10/19/2022,First Class,CG-10040,Customer 40,Consumer,United States,Louisiana City,Louisiana,60360,South,OFF-FAS-14798,Office Supplies,Fasteners,Fasteners Model 202,151.5,7,0.0,38.77
4800,CA-2022-104799,10/06/2021,10/10/2021,Same Day,CG-10041,Customer 41,Consumer,United States,Pennsylvania City,Pennsylvania,98347,East,OFF-SUP-14799,Office Supplies,Supplies,Supplies Model 875,23.06,1,0.2,2.37
4801,CA-2019-104800,10/18/2022,10/21/2022,Second Class,CG-10042,Customer 42,Corporate,United States,Missouri City,Missouri,30571,Central,TEC-MAC-14800,Technology,Machines,Machines Model 647,1229.62,5,0.15,101.62
4802,CA-2020-104801,11/25/2020,12/02/2020,Standard Class,CG-10043,Customer 43,Corporate,United States,Michigan City,Michigan,44397,Central,FUR-FUR-14801,Furniture,Furnishings,Furnishings Model 872,96.36,1,0.2,-9.71
4803,CA-2021-104802,09/12/2020,09/14/2020,Standard Class,CG-10044,Customer 44,Corporate,United States,Kentucky City,Kentucky,78079,South,FUR-CHA-14802,Furniture,Chairs,Chairs Model 180,823.34,6,0.4,-129.29
4804,CA-2022-104803,06/20/2022,06/24/2022,First Class,CG-10045,Customer 45,Home Office,United States,New York City,New York,46196,East,FUR-FUR-14803,Furniture,Furnishings,Furnishings Model 147,348.38,2,0.3,-43.3
4805,CA-2019-104804,07/08/2021,07/13/2021,First Class,CG-10046,Customer 46,Consumer,United States,Washington City,Washington,13256,West,FUR-BOO-14804,Furniture,Bookcases,Bookcases Model 928,1243.96,5,0.0,13.86
4806,CA-2020-104805,12/17/2019,12/24/2019,Standard Class,CG-10047,Customer 47,Home Office,United States,Indiana City,Indiana,97097,Central,OFF-PAP-14805,Office Supplies,Paper,Paper Model 640,326.51,9,0.7,-80.52
4807,CA-2021-104806,12/02/2022,12/06/2022,Same Day,CG-10048,Customer 48,Corporate,United States,Missouri City,Missouri,81108,Central,OFF-STO-14806,Office Supplies,Storage,Storage Model 616,186.0,3,0.3,12.95
4808,CA-2022-104807,03/22/2020,03/25/2020,Standard Class,CG-10049,Customer 49,Corporate,United States,Minnesota City,Minnesota,60553,Central,FUR-BOO-14807,Furniture,Bookcases,Bookcases Model 838,257.48,2,0.5,-68.93
4809,CA-2019-104808,01/20/2020,01/23/2020,Standard Class,CG-10050,Customer 50,Home Office,United States,Wisconsin City,Wisconsin,54235,Central,FUR-FUR-14808,Furniture,Furnishings,Furnishings Model 122,1030.76,3,0.0,116.7
4810,CA-2020-104809,10/11/2021,10/13/2021,First Class,CG-10051,Customer 51,Consumer,United States,Minnesota City,Minnesota,71216,Central,OFF-BIN-14809,Office Supplies,Binders,Binders Model 584,132.14,2,0.15,20.06
4811,CA-2021-104810,07/31/2019,08/04/2019,Standard Class,CG-10052,Customer 52,Consumer,United States,Virginia City,Virginia,83731,East,TEC-PHO-14810,Technology,Phones,Phones Model 990,199.43,2,0.8,-75.12
4812,CA-2022-104811,10/16/2019,10/17/2019,Standard Class,CG-10053,Customer 53,Corporate,United States,Colorado City,Colorado,72136,West,TEC-MAC-14811,Technology,Machines,Machines Model 577,321.67,6,0.4,-25.09
4813,CA-2019-104812,03/15/2022,03/18/2022,Standard Class,CG-10054,Customer 54,Consumer,United States,New York City,New York,21202,East,FUR-CHA-14812,Furniture,Chairs,Chairs Model 913,567.73,1,0.0,55.8
4814,CA-2020-104813,01/04/2022,01/09/2022,Standard Class,CG-10055,Customer 55,Consumer,United States,Missouri City,Missouri,59521,Central,FUR-CHA-14813,Furniture,Chairs,Chairs Model 436,1215.1,4,0.2,-72.58
4815,CA-2021-104814,03/13/2020,03/18/2020,First Class,CG-10056,Customer 56,Corporate,United States,Wisconsin City,Wisconsin,49073,Central,FUR-FUR-14814,Furniture,Furnishings,Furnishings Model 387,202.29,1,0.15,-9.13
4816,CA-2022-104815,04/05/2021,04/09/2021,Standard Class,CG-10057,Customer 57,Corporate,United States,Nevada City,Nevada,65220,West,FUR-BOO-14815,Furniture,Bookcases,Bookcases Model 298,92.94,1,0.8,-31.21
4817,CA-2019-104816,01/04/2020,01/08/2020,Standard Class,CG-10058,Customer 58,Home Office,United States,North Carolina City,North Carolina,67642,East,TEC-ACC-14816,Technology,Accessories,Accessories Model 622,300.62,1,0.8,-107.74
4818,CA-2020-104817,06/11/2019,06/14/2019,First Class,CG-10059,Customer 59,Consumer,United States,Wisconsin City,Wisconsin,48970,Central,OFF-SUP-14817,Office Supplies,Supplies,Supplies Model 975,137.88,2,0.5,-20.28
4819,CA-2021-104818,06/25/2022,06/28/2022,Second Class,CG-10060,Customer 60,Consumer,United States,New York City,New York,67469,East,FUR-TAB-14818,Furniture,Tables,Tables Model 468,872.02,3,0.5,-212.72
4820,CA-2022-104819,05/02/2021,05/08/2021,Second Class,CG-10061,Customer 61,Corporate,United States,Pennsylvania City,Pennsylvania,82002,East,FUR-TAB-14819,Furniture,Tables,Tables Model 114,1004.22,7,0.3,-126.77
4821,CA-2019-104820,07/30/2020,08/04/2020,Standard Class,CG-10062,Customer 62,Corporate,United States,Oregon City,Oregon,52659,West,FUR-FUR-14820,Furniture,Furnishings,Furnishings Model 691,503.78,2,0.4,-117.01
4822,CA-2020-104821,02/15/2020,02/16/2020,Standard Class,CG-10063,Customer 63,Corporate,United States,Virginia City,Virginia,68109,East,FUR-FUR-14821,Furniture,Furnishings,Furnishings Model 822,462.48,2,0.0,50.78
4823,CA-2021-104822,01/11/2021,01/15/2021,Standard Class,CG-10064,Customer 64,Consumer,United States,North Carolina City,North Carolina,51351,East,OFF-ENV-14822,Office Supplies,Envelopes,Envelopes Model 746,25.78,1,0.15,2.03
4824,CA-2022-104823,07/22/2022,07/27/2022,First Class,CG-10065,Customer 65,Corporate,United States,Kentucky City,Kentucky,10236,South,OFF-STO-14823,Office Supplies,Storage,Storage Model 859,67.0,2,0.6,-11.83
4825,CA-2019-104824,02/04/2021,02/06/2021,Second Class,CG-10066,Customer 66,Corporate,United States,Louisiana City,Louisiana,37747,South,OFF-FAS-14824,Office Supplies,Fasteners,Fasteners Model 518,63.11,1,0.15,7.68
4826,CA-2020-104825,11/08/2021,11/11/2021,Standard Class,CG-10067,Customer 67,Corporate,United States,Indiana City,Indiana,10341,Central,FUR-BOO-14825,Furniture,Bookcases,Bookcases Model 806,80.8,1,0.5,-20.45
4827,CA-2021-104826,04/05/2021,04/08/2021,Standard Class,CG-10068,Customer 68,Consumer,United States,North Carolina City,North Carolina,67157,East,FUR-BOO-14826,Furniture,Bookcases,Bookcases Model 949,217.59,1,0.5,-48.28
4828,CA-2022-104827,11/19/2019,11/24/2019,Second Class,CG-10069,Customer 69,Consumer,United States,Arizona City,Arizona,66493,West,OFF-FAS-14827,Office Supplies,Fasteners,Fasteners Model 369,442.66,4,0.15,71.71
4829,CA-2019-104828,05/15/2020,05/16/2020,Standard Class,CG-10070,Customer 70,Corporate,United States,Virginia City,Virginia,62286,East,FUR-TAB-14828,Furniture,Tables,Tables Model 730,285.78,7,0.0,-4.97
4830,CA-2020-104829,08/12/2019,08/19/2019,Standard Class,CG-10071,Customer 71,Corporate,United States,Utah City,Utah,96511,West,FUR-TAB-14829,Furniture,Tables,Tables Model 851,601.43,5,0.6,-156.38
4831,CA-2021-104830,08/01/2019,08/05/2019,Standard Class,CG-10072,Customer 72,Corporate,United States,Minnesota City,Minnesota,99452,Central,FUR-BOO-14830,Furniture,Bookcases,Bookcases Model 893,383.36,3,0.7,-144.41
4832,CA-2022-104831,12/02/2019,12/05/2019,Standard Class,CG-10073,Customer 73,Corporate,United States,Georgia City,Georgia,66825,East,OFF-PAP-14831,Office Supplies,Paper,Paper Model 662,120.36,6,0.4,-4.23
4833,CA-2019-104832,08/14/2020,08/18/2020,Standard Class,CG-10074,Customer 74,Consumer,United States,Washington City,Washington,66850,West,FUR-CHA-14832,Furniture,Chairs,Chairs Model 494,188.97,2,0.4,-35.41
4834,CA-2020-104833,12/06/2020,12/10/2020,Same Day,CG-10075,Customer 75,Consumer,United States,Oregon City,Oregon,23628,West,OFF-ART-14833,Office Supplies,Art,Art Model 507,386.73,4,0.0,99.85
4835,CA-2021-104834,04/12/2020,04/14/2020,Standard Class,CG-10076,Customer 76,Corporate,United States,Ohio City,Ohio,91223,East,FUR-TAB-14834,Furniture,Tables,Tables Model 971,659.89,3,0.6,-228.21
4836,CA-2022-104835,09/26/2019,09/29/2019,Standard Class,CG-10077,Customer 77,Home Office,United States,Louisiana City,Louisiana,40183,South,TEC-MAC-14835,Technology,Machines,Machines Model 186,1272.92,4,0.0,198.9
4837,CA-2019-104836,10/22/2021,10/23/2021,First Class,CG-10078,Customer 78,Corporate,United States,Pennsylvania City,Pennsylvania,40852,East,OFF-FAS-14836,Office Supplies,Fasteners,Fasteners Model 342,318.68,3,0.3,10.04
4838,CA-2020-104837,01/29/2020,02/01/2020,Standard Class,CG-10079,Customer 79,Corporate,United States,Ohio City,Ohio,90880,East,OFF-BIN-14837,Office Supplies,Binders,Binders Model 674,42.64,4,0.0,9.21
4839,CA-2021-104838,02/07/2021,02/14/2021,Standard Class,CG-10080,Customer 80,Consumer,United States,Wisconsin City,Wisconsin,20477,Central,FUR-FUR-14838,Furniture,Furnishings,Furnishings Model 406,2170.34,4,0.0,195.68
4840,CA-2022-104839,11/18/2021,11/19/2021,Standard Class,CG-10081,Customer 81,Corporate,United States,Mississippi City,Mississippi,60624,South,OFF-STO-14839,Office Supplies,Storage,Storage Model 767,34.88,2,0.0,7.89
4841,CA-2019-104840,10/17/2020,10/24/2020,Standard Class,CG-10082,Customer 82,Home Office,United States,Washington City,Washington,41897,West,FUR-FUR-14840,Furniture,Furnishings,Furnishings Model 703,1096.39,6,0.3,-144.78
4842,CA-2020-104841,06/25/2021,06/27/2021,Standard Class,CG-10083,Customer 83,Consumer,United States,Michigan City,Michigan,18221,Central,OFF-STO-14841,Office Supplies,Storage,Storage Model 513,70.4,8,0.15,7.23
4843,CA-2021-104842,09/20/2022,09/24/2022,Standard Class,CG-10084,Customer 84,Home Office,United States,Oklahoma City,Oklahoma,97159,South,OFF-PAP-14842,Office Supplies,Paper,Paper Model 233,208.44,9,0.1,23.47
4844,CA-2022-104843,09/05/2021,09/10/2021,Second Class,CG-10085,Customer 85,Corporate,United States,Nevada City,Nevada,80591,West,OFF-ART-14843,Office Supplies,Art,Art Model 719,29.03,1,0.15,2.25
4845,CA-2019-104844,08/30/2020,09/01/2020,Second Class,CG-10086,Customer 86,Home Office,United States,New York City,New York,96934,East,TEC-MAC-14844,Technology,Machines,Machines Model 235,841.46,3,0.2,87.31
4846,CA-2020-104845,03/23/2020,03/30/2020,Standard Class,CG-10087,Customer 87,Consumer,United States,Utah City,Utah,43850,West,FUR-TAB-14845,Furniture,Tables,Tables Model 275,87.98,1,0.7,-37.71
4847,CA-2021-104846,12/25/2021,12/26/2021,Standard Class,CG-10088,Customer 88,Consumer,United States,Nevada City,Nevada,32190,West,OFF-PAP-14846,Office Supplies,Paper,Paper Model 673,145.94,2,0.3,4.4
4848,CA-2022-104847,08/14/2020,08/19/2020,Standard Class,CG-10089,Customer 89,Consumer,United States,Oregon City,Oregon,79548,West,OFF-STO-14847,Office Supplies,Storage,Storage Model 968,752.24,5,0.0,188.21
4849,CA-2019-104848,07/24/2020,07/28/2020,Second Class,CG-10090,Customer 90,Home Office,United States,Oklahoma City,Oklahoma,36158,South,TEC-MAC-14848,Technology,Machines,Machines Model 819,1234.51,2,0.0,232.42
4850,CA-2020-104849,06/05/2020,06/09/2020,Same Day,CG-10091,Customer 91,Corporate,United States,Nevada City,Nevada,31056,West,OFF-LAB-14849,Office Supplies,Labels,Labels Model 120,122.67,4,0.0,31.45
4851,CA-2021-104850,03/27/2020,04/03/2020,Standard Class,CG-10092,Customer 92,Consumer,United States,Washington City,Washington,70239,West,FUR-CHA-14850,Furniture,Chairs,Chairs Model 791,99.9,1,0.0,5.72
4852,CA-2022-104851,11/20/2022,11/26/2022,Second Class,CG-10093,Customer 93,Consumer,United States,Utah City,Utah,44531,West,TEC-PHO-14851,Technology,Phones,Phones Model 161,274.11,2,0.8,-93.6
4853,CA-2019-104852,02/28/2022,03/01/2022,Standard Class,CG-10094,Customer 94,Consumer,United States,California City,California,36316,West,FUR-FUR-14852,Furniture,Furnishings,Furnishings Model 992,457.3,4,0.4,-79.9
4854,CA-2020-104853,07/12/2022,07/16/2022,Standard Class,CG-10095,Customer 95,Consumer,United States,Colorado City,Colorado,94924,West,FUR-BOO-14853,Furniture,Bookcases,Bookcases Model 403,421.03,6,0.0,23.05
4855,CA-2021-104854,04/23/2020,04/29/2020,Standard Class,CG-10096,Customer 96,Corporate,United States,Minnesota City,Minnesota,48900,Central,OFF-BIN-14854,Office Supplies,Binders,Binders Model 485,164.07,8,0.3,6.04
4856,CA-2022-104855,02/25/2022,02/28/2022,Standard Class,CG-10097,Customer 97,Corporate,United States,Oklahoma City,Oklahoma,30331,South,FUR-TAB-14855,Furniture,Tables,Tables Model 886,436.85,1,0.2,-26.87
4857,CA-2019-104856,08/10/2020,08/11/2020,Standard Class,CG-10098,Customer 98,Consumer,United States,Indiana City,Indiana,60550,Central,OFF-STO-14856,Office Supplies,Storage,Storage Model 154,313.9,10,0.4,16.15
4858,CA-2020-104857,11/29/2019,12/03/2019,Standard Class,CG-10099,Customer 99,Corporate,United States,Missouri City,Missouri,94516,Central,OFF-SUP-14857,Office Supplies,Supplies,Supplies Model 957,341.27,4,0.0,84.09
4859,CA-2021-104858,12/01/2019,12/03/2019,Standard Class,CG-10100,Customer 100,Corporate,United States,Ohio City,Ohio,99491,East,OFF-PAP-14858,Office Supplies,Paper,Paper Model 488,25.35,1,0.7,-7.28
4860,CA-2022-104859,05/29/2020,05/31/2020,First Class,CG-10101,Customer 101,Consumer,United States,Arizona City,Arizona,70339,West,OFF-ART-14859,Office Supplies,Art,Art Model 868,191.11,4,0.3,11.01
4861,CA-2019-104860,06/25/2020,06/30/2020,Second Class,CG-10102,Customer 102,Corporate,United States,Michigan City,Michigan,72906,Central,FUR-BOO-14860,Furniture,Bookcases,Bookcases Model 846,561.97,5,0.5,-124.11
4862,CA-2020-104861,08/26/2021,09/01/2021,Second Class,CG-10103,Customer 103,Consumer,United States,Washington City,Washington,84436,West,FUR-BOO-14861,Furniture,Bookcases,Bookcases Model 292,707.61,2,0.15,62.76
4863,CA-2021-104862,07/23/2020,07/28/2020,Standard Class,CG-10104,Customer 104,Consumer,United States,Missouri City,Missouri,49083,Central,TEC-ACC-14862,Technology,Accessories,Accessories Model 956,30.05,1,0.0,2.94
4864,CA-2022-104863,03/27/2022,03/28/2022,Standard Class,CG-10105,Customer 105,Corporate,United States,Utah City,Utah,98800,West,FUR-FUR-14863,Furniture,Furnishings,Furnishings Model 461,431.87,5,0.7,-168.69
4865,CA-2019-104864,07/12/2020,07/15/2020,Standard Class,CG-10106,Customer 106,Corporate,United States,Virginia City,Virginia,34769,East,TEC-PHO-14864,Technology,Phones,Phones Model 497,1379.22,3,0.2,107.75
4866,CA-2020-104865,09/05/2021,09/07/2021,Standard Class,CG-10107,Customer 107,Corporate,United States,Washington City,Washington,92248,West,TEC-COP-14865,Technology,Copiers,Copiers Model 863,236.18,3,0.15,8.11
4867,CA-2021-104866,03/27/2019,04/02/2019,Standard Class,CG-10108,Customer 108,Consumer,United States,Arizona City,Arizona,56977,West,FUR-BOO-14866,Furniture,Bookcases,Bookcases Model 449,343.14,2,0.4,-54.83
4868,CA-2022-104867,02/01/2019,02/06/2019,Standard Class,CG-10109,Customer 109,Corporate,United States,Florida City,Florida,75706,East,FUR-TAB-14867,Furniture,Tables,Tables Model 467,3483.94,7,0.2,-233.36
4869,CA-2019-104868,12/21/2019,12/23/2019,Standard Class,CG-10110,Customer 110,Consumer,United States,Florida City,Florida,85090,East,OFF-ENV-14868,Office Supplies,Envelopes,Envelopes Model 787,20.38,3,0.0,4.14
4870,CA-2020-104869,02/03/2021,02/08/2021,Second Class,CG-10111,Customer 111,Corporate,United States,California City,California,32021,West,OFF-ART-14869,Office Supplies,Art,Art Model 895,335.09,5,0.0,80.48
4871,CA-2021-104870,05/25/2020,06/01/2020,Standard Class,CG-10112,Customer 112,Corporate,United States,Virginia City,Virginia,95578,East,FUR-CHA-14870,Furniture,Chairs,Chairs Model 232,2473.11,10,0.4,-447.51
4872,CA-2022-104871,02/25/2021,02/26/2021,Standard Class,CG-10113,Customer 113,Consumer,United States,California City,California,30731,West,FUR-BOO-14871,Furniture,Bookcases,Bookcases Model 471,570.95,3,0.3,-69.44
4873,CA-2019-104872,07/30/2022,08/04/2022,Standard Class,CG-10114,Customer 114,Consumer,United States,Oregon City,Oregon,46279,West,OFF-FAS-14872,Office Supplies,Fasteners,Fasteners Model 227,44.47,1,0.5,-4.27
4874,CA-2020-104873,04/12/2019,04/13/2019,Same Day,CG-10115,Customer 115,Consumer,United States,Nevada City,Nevada,61015,West,OFF-ART-14873,Office Supplies,Art,Art Model 769,98.62,3,0.0,21.53
4875,CA-2021-104874,09/16/2019,09/18/2019,Standard Class,CG-10116,Customer 116,Corporate,United States,Michigan City,Michigan,44646,Central,TEC-COP-14874,Technology,Copiers,Copiers Model 537,787.46,3,0.0,137.31
4876,CA-2022-104875,12/06/2022,12/09/2022,Second Class,CG-10117,Customer 117,Consumer,United States,Mississippi City,Mississippi,23558,South,TEC-ACC-14875,Technology,Accessories,Accessories Model 284,563.83,4,0.3,-34.69
4877,CA-2019-104876,06/16/2022,06/22/2022,Standard Class,CG-10118,Customer 118,Consumer,United States,Arizona City,Arizona,58064,West,OFF-SUP-14876,Office Supplies,Supplies,Supplies Model 274,200.84,7,0.5,-26.0
4878,CA-2020-104877,12/06/2019,12/08/2019,Standard Class,CG-10119,Customer 119,Consumer,United States,Colorado City,Colorado,84055,West,FUR-CHA-14877,Furniture,Chairs,Chairs Model 146,338.71,2,0.0,-1.06
4879,CA-2021-104878,03/07/2021,03/12/2021,First Class,CG-10120,Customer 120,Corporate,United States,Virginia City,Virginia,73992,East,OFF-LAB-14878,Office Supplies,Labels,Labels Model 178,118.19,4,0.6,-25.2
4880,CA-2022-104879,01/19/2022,01/26/2022,Standard Class,CG-10121,Customer 121,Home Office,United States,Indiana City,Indiana,46854,Central,OFF-FAS-14879,Office Supplies,Fasteners,Fasteners Model 429,68.34,4,0.4,-0.63
4881,CA-2019-104880,06/19/2021,06/23/2021,Standard Class,CG-10122,Customer 122,Consumer,United States,Alabama City,Alabama,27330,South,FUR-FUR-14880,Furniture,Furnishings,Furnishings Model 259,71.2,1,0.2,-0.85
4882,CA-2020-104881,02/19/2020,02/25/2020,First Class,CG-10123,Customer 123,Consumer,United States,Michigan City,Michigan,84027,Central,FUR-CHA-14881,Furniture,Chairs,Chairs Model 396,3472.82,3,0.2,-304.36
4883,CA-2021-104882,02/26/2020,03/03/2020,Standard Class,CG-10124,Customer 124,Home Office,United States,Virginia City,Virginia,17311,East,TEC-COP-14882,Technology,Copiers,Copiers Model 779,1887.05,3,0.0,323.79
4884,CA-2022-104883,04/21/2019,04/23/2019,Same Day,CG-10125,Customer 125,Consumer,United States,Tennessee City,Tennessee,68776,South,FUR-CHA-14883,Furniture,Chairs,Chairs Model 670,1161.54,7,0.15,-56.27
4885,CA-2019-104884,03/16/2022,03/22/2022,Standard Class,CG-10126,Customer 126,Consumer,United States,Utah City,Utah,34878,West,TEC-COP-14884,Technology,Copiers,Copiers Model 811,1885.53,6,0.0,255.08
4886,CA-2020-104885,06/25/2021,06/27/2021,Standard Class,CG-10127,Customer 127,Consumer,United States,Pennsylvania City,Pennsylvania,78461,East,OFF-ART-14885,Office Supplies,Art,Art Model 174,87.03,6,0.2,5.75
4887,CA-2021-104886,08/28/2019,08/29/2019,Standard Class,CG-10128,Customer 128,Consumer,United States,Utah City,Utah,80970,West,FUR-BOO-14886,Furniture,Bookcases,Bookcases Model 694,7180.36,10,0.0,379.84
4888,CA-2022-104887,03/11/2022,03/12/2022,Standard Class,CG-10129,Customer 129,Home Office,United States,California City,California,36608,West,OFF-SUP-14887,Office Supplies,Supplies,Supplies Model 422,72.79,3,0.0,18.4
4889,CA-2019-104888,10/18/2021,10/19/2021,First Class,CG-10130,Customer 130,Corporate,United States,Arizona City,Arizona,62067,West,OFF-LAB-14888,Office Supplies,Labels,Labels Model 923,7.27,1,0.4,-0.52
4890,CA-2020-104889,04/25/2020,05/01/2020,Standard Class,CG-10131,Customer 131,Consumer,United States,Florida City,Florida,89367,East,OFF-STO-14889,Office Supplies,Storage,Storage Model 368,87.5,1,0.6,-11.59
4891,CA-2021-104890,03/25/2019,03/29/2019,Same Day,CG-10132,Customer 132,Corporate,United States,Missouri City,Missouri,26137,Central,OFF-ART-14890,Office Supplies,Art,Art Model 898,34.63,2,0.0,8.72
4892,CA-2022-104891,05/16/2020,05/20/2020,Second Class,CG-10133,Customer 133,Corporate,United States,Florida City,Florida,64765,East,FUR-BOO-14891,Furniture,Bookcases,Bookcases Model 861,465.37,3,0.2,-31.13
4893,CA-2019-104892,07/24/2021,07/30/2021,Second Class,CG-10134,Customer 134,Consumer,United States,Pennsylvania City,Pennsylvania,60842,East,FUR-CHA-14892,Furniture,Chairs,Chairs Model 799,501.42,2,0.0,54.69
4894,CA-2020-104893,01/18/2019,01/20/2019,Second Class,CG-10135,Customer 135,Consumer,United States,Colorado City,Colorado,54086,West,TEC-PHO-14893,Technology,Phones,Phones Model 545,1326.19,5,0.4,-89.87
4895,CA-2021-104894,05/05/2019,05/09/2019,Standard Class,CG-10136,Customer 136,Corporate,United States,Pennsylvania City,Pennsylvania,37094,East,OFF-LAB-14894,Office Supplies,Labels,Labels Model 475,287.29,8,0.2,40.08
4896,CA-2022-104895,02/19/2020,02/21/2020,Standard Class,CG-10137,Customer 137,Consumer,United States,Colorado City,Colorado,52704,West,OFF-ART-14895,Office Supplies,Art,Art Model 360,117.71,2,0.5,-10.7
4897,CA-2019-104896,01/16/2019,01/23/2019,Standard Class,CG-10138,Customer 138,Corporate,United States,Washington City,Washington,55149,West,FUR-BOO-14896,Furniture,Bookcases,Bookcases Model 435,673.14,2,0.0,91.21
4898,CA-2020-104897,05/03/2020,05/09/2020,Second Class,CG-10139,Customer 139,Consumer,United States,Minnesota City,Minnesota,71916,Central,OFF-ART-14897,Office Supplies,Art,Art Model 562,65.65,2,0.3,0.52
4899,CA-2021-104898,05/31/2022,06/07/2022,First Class,CG-10140,Customer 140,Home Office,United States,Colorado City,Colorado,56085,West,TEC-MAC-14898,Technology,Machines,Machines Model 913,114.27,2,0.0,20.51
4900,CA-2022-104899,11/20/2021,11/21/2021,Second Class,CG-10141,Customer 141,Consumer,United States,Arizona City,Arizona,95881,West,OFF-SUP-14899,Office Supplies,Supplies,Supplies Model 580,2762.91,7,0.8,-827.57
4901,CA-2019-104900,12/14/2021,12/21/2021,Standard Class,CG-10142,Customer 142,Consumer,United States,Arizona City,Arizona,73800,West,OFF-ENV-14900,Office Supplies,Envelopes,Envelopes Model 368,858.63,5,0.1,115.33
4902,CA-2020-104901,01/25/2022,01/26/2022,Standard Class,CG-10143,Customer 143,Corporate,United States,Alabama City,Alabama,86826,South,TEC-PHO-14901,Technology,Phones,Phones Model 249,140.37,1,0.2,12.52
4903,CA-2021-104902,06/22/2019,06/28/2019,Standard Class,CG-10144,Customer 144,Corporate,United States,Michigan City,Michigan,34421,Central,TEC-MAC-14902,Technology,Machines,Machines Model 932,932.8,3,0.2,9.18
